Cidade,Data,Precipitação,Pressão Atmosférica ao nível da estação,Pressão Atmosférica máxima,Pressão Atmosférica mínima,Radiação Global,Temperatura do ar - bulbo seco,Temperatura do ponto de orvalho,Temperatura máxima,Temperatura mínima,Temperatura orvalho máxima,Temperatura orvalho mínima,Umidade Relativa máxima,Umidade Relativa mínima,Umidade Relativa do Ar,Direção Horária do Vento,Rajada Máxima de Vento,Velocidade Horária do Vento
MINA DO PALITO,2019-07-07 00:00:00+00:00,0.1130952380952381,981.3863095238094,981.6261904761903,981.127976190476,593.1625,25.9220238095238,20.823809523809526,26.449404761904766,25.430952380952373,21.233333333333338,20.401190476190482,75.97619047619048,73.45238095238095,74.80357142857143,168.73214285714286,2.5654761904761902,0.8970238095238094
MINA DO PALITO,2019-07-14 00:00:00+00:00,0.0,982.3136904761903,982.5720238095237,982.0779761904759,681.6416666666665,26.05535714285715,20.326190476190476,26.533928571428575,25.557142857142853,20.74166666666666,19.95297619047618,73.43452380952381,70.64880952380952,71.95238095238095,140.88095238095238,2.711904761904761,0.9244047619047615
MINA DO PALITO,2019-07-21 00:00:00+00:00,0.01904761904761905,981.9303571428572,982.169642857143,981.6839285714291,771.1940476190475,26.72738095238095,20.011904761904752,27.28511904761905,26.1827380952381,20.45892857142858,19.594047619047604,69.9702380952381,66.7202380952381,68.35119047619048,144.51785714285714,2.635714285714285,0.9369047619047622
MINA DO PALITO,2019-07-28 00:00:00+00:00,0.0,982.1523809523815,982.3863095238104,981.9071428571433,787.4041666666669,26.818452380952376,17.550595238095237,27.43452380952381,26.236309523809513,18.052976190476187,17.086904761904766,61.13095238095238,57.20238095238095,59.11904761904762,133.36309523809524,2.791666666666665,1.0779761904761902
MINA DO PALITO,2019-08-04 00:00:00+00:00,0.0,981.525595238095,981.7720238095237,981.2755952380949,803.969642857143,27.39821428571429,18.01607142857143,28.075595238095225,26.770833333333332,18.529761904761905,17.51190476190476,60.95238095238095,56.80952380952381,58.92261904761905,155.86309523809524,2.697619047619046,1.0113095238095238
MINA DO PALITO,2019-08-11 00:00:00+00:00,0.0,983.8390243902445,984.0926829268295,983.571341463415,758.6981707317074,27.030487804878053,18.139634146341464,27.62621951219513,26.434756097560992,18.66341463414635,17.662804878048778,62.792682926829265,58.896341463414636,60.76219512195122,157.8841463414634,2.7737804878048773,1.0286585365853662
MINA DO PALITO,2019-08-18 00:00:00+00:00,0.0,981.5858974358972,981.8378205128209,981.3230769230769,736.1685897435897,27.707692307692298,17.95320512820513,28.358333333333338,27.060256410256404,18.480769230769226,17.45128205128205,60.07051282051282,56.1025641025641,58.06410256410256,128.39102564102564,2.7371794871794877,0.9711538461538467
MINA DO PALITO,2019-08-25 00:00:00+00:00,0.029761904761904767,982.4416666666666,982.7208333333331,982.1613095238092,608.3148809523813,26.40059523809524,20.522023809523812,27.000000000000018,25.83809523809524,21.017857142857142,20.041071428571428,73.41071428571429,70.39285714285714,71.9047619047619,169.2797619047619,2.609523809523811,0.8464285714285713
MINA DO PALITO,2019-09-01 00:00:00+00:00,0.007142857142857143,981.1011904761905,981.3839285714286,980.8315476190471,675.6934523809524,27.72797619047619,19.92916666666667,28.383928571428573,27.146428571428572,20.417261904761908,19.432142857142857,66.20238095238095,62.476190476190474,64.39285714285714,140.98809523809524,2.4988095238095234,0.8720238095238096
MINA DO PALITO,2019-09-08 00:00:00+00:00,0.21428571428571427,981.3005952380954,981.6369047619049,980.9345238095239,744.4249999999998,26.62678571428572,21.54464285714286,27.286309523809532,26.036904761904754,22.11845238095238,21.041071428571428,76.5297619047619,73.36309523809524,74.94047619047619,176.4345238095238,3.1166666666666654,0.9946428571428572
MINA DO PALITO,2019-09-15 00:00:00+00:00,0.02857142857142857,980.2303571428567,980.5374999999998,979.9357142857139,808.9154761904762,27.31071428571429,21.105952380952385,27.97202380952381,26.69285714285715,21.652976190476178,20.59345238095238,72.02380952380952,68.625,70.35714285714286,170.19642857142858,3.0416666666666656,0.9684523809523804
MINA DO PALITO,2019-09-22 00:00:00+00:00,0.16428571428571428,978.992261904762,979.3226190476191,978.6577380952381,817.6363095238098,26.581547619047612,21.569047619047634,27.20892857142857,25.989285714285714,22.100595238095245,21.059523809523814,77.04166666666667,74.13095238095238,75.61904761904762,154.375,3.3940476190476194,1.0279761904761902
MINA DO PALITO,2019-09-29 00:00:00+00:00,0.2357142857142857,981.3648809523812,981.7333333333333,980.9916666666666,760.9017857142857,25.317857142857147,21.966071428571436,25.866666666666664,24.782142857142855,22.448809523809537,21.496428571428563,83.45238095238095,81.13095238095238,82.33928571428571,176.36309523809524,3.2738095238095246,1.0142857142857147
MINA DO PALITO,2019-10-06 00:00:00+00:00,0.06785714285714285,979.4184523809521,979.7613095238094,979.0761904761899,767.4821428571429,26.30833333333333,22.110714285714295,26.77142857142858,25.845238095238095,22.50654761904762,21.73452380952381,79.83928571428571,77.55357142857143,78.67261904761905,166.76785714285714,3.1607142857142856,1.0666666666666669
MINA DO PALITO,2019-10-13 00:00:00+00:00,0.1380952380952381,979.1053571428569,979.4517857142861,978.7660714285713,770.5410714285713,26.063690476190477,21.861904761904764,26.5625,25.552380952380947,22.273809523809526,21.427976190476187,79.57142857142857,76.94642857142857,78.32738095238095,154.875,3.195238095238094,1.0202380952380945
MINA DO PALITO,2019-10-20 00:00:00+00:00,0.22738095238095243,980.4202380952381,980.7869047619047,980.0428571428572,675.9875000000001,24.69107142857143,22.124404761904763,25.188690476190487,24.19464285714286,22.568452380952372,21.683928571428563,86.72619047619048,85.0,85.89880952380952,187.16071428571428,3.106547619047619,0.9654761904761909
MINA DO PALITO,2019-10-27 00:00:00+00:00,0.015568862275449106,979.6329341317364,979.9772455089822,979.2790419161673,671.247904191617,25.311377245508986,22.343712574850297,25.783832335329343,24.847305389221557,22.780239520958084,21.958682634730543,84.97005988023952,83.19161676646706,84.04790419161677,169.91017964071855,3.0880239520958086,0.979640718562874
MINA DO PALITO,2019-11-03 00:00:00+00:00,0.3190476190476191,978.9476190476191,979.3023809523816,978.5999999999999,731.4470238095239,25.785714285714274,22.472023809523805,26.364285714285707,25.259523809523785,22.97619047619047,21.99642857142857,83.51190476190476,81.39285714285714,82.52380952380952,170.95238095238096,2.8678571428571433,0.882738095238095
MINA DO PALITO,2019-11-10 00:00:00+00:00,0.1476190476190476,978.2380952380948,978.604761904762,977.8863095238091,652.6089285714288,25.79166666666666,22.595238095238113,26.260119047619057,25.36964285714286,23.005357142857154,22.22083333333333,83.79166666666667,81.9702380952381,82.95833333333333,153.64285714285714,2.8065476190476195,0.8851190476190477
